Palavra;Frequência
o;804
deputado;2
mauro;1
benevides;1
filho;7
desenhou;1
junto;2
comigo,;1
pergunta;37
ao;55
paulo;2
guedes,;1
um;205
projeto;10
pra;83
botar;1
r$;59
170;1
bilhões;12
de;798
fundos;1
setoriais;1
que;832
não;311
tinham;2
sido;4
aplicados;1
pra;83
financiar;6
o;804
socorro;1
emergencial.;4
portanto,;17
eu;285
não;311
sou;32
daqueles;3
críticos;1
que;832
esquece;4
a;807
realidade;2
nem;12
os;118
limites.;1
apenas;10
o;804
seu;41
governo;56
não;311
conseguiu;4
responder;16
nem;12
a;807
questão;19
econômica;10
trágica;1
que;832
herdou,;1
porque;92
é;420
verdade;6
que;832
o;804
senhor;38
herdou;1
uma;194
tragédia;1
econômica;10
do;382
pt,;13
e;577
nem;12
conseguiu;4
mudar;14
aquilo;2
que;832
foi;83
promessa;3
solene;1
à;49
governança;5
política;33
do;382
país.;15
o;804
senhor;38
tá;21
filiado;1
ao;55
partido;6
do;382
valdemar;1
costa;1
neto,;1
a;807
quem;73
o;804
lula;30
deu;10
dnit;1
pra;83
roubar;1
no;221
escândalo;7
do;382
mensalão.;1
o;804
brasil;111
não;311
aguenta;1
mais;128
isso.ciro,;1
já;49
falei;2
da;269
fraquejada,;1
já;49
me;42
desculpei.;1
peço;4
desculpas;2
novamente.;1
agora;26
você...;1
espera;4
aí,;10
minha;39
vez;11
de;798
falar.;1
agora;26
você;64
falou;6
que;832
a;807
missão;1
mais;128
importante;12
da;269
tua;3
esposa;1
era;27
dormir;1
contigo.;1
pelo;35
amor;5
de;798
deus,;4
ciro.;2
pelo;35
amor;5
de;798
deus.;3
peço;4
que;832
você;64
peça;1
desculpas;2
também;35
aí,;10
tá?;1
então,;23
no;221
tocante;3
à;49
questão;19
da;269
mulher.;8
uma;194
coisa;22
muito;50
importante,;3
não;311
deixa;8
de;798
ser;54
o;804
tal;1
do;382
auxílio;23
brasil,;43
porque;92
com;221
a;807
política;33
do;382
"""fica";2
em;175
casa,;3
a;807
economia;23
a;807
gente;71
vê;2
"depois""";1
levou;2
muita;10
gente;71
para;321
raias;1
da;269
miséria;4
em;175
nosso;31
país.;15
e;577
quando;42
nós;201
criamos;1
o;804
auxílio;23
emergencial,;2
nós;201
procuramos;1
atender;1
primeiro;22
a;807
mulher.;8
numa;8
família,;7
ela;31
passou;5
a;807
receber;4
o;804
auxílio;23
emergencial.;4
e;577
depois,;4
o;804
auxílio;23
brasil,;43
também.;4
tanto;4
é;420
verdade,;9
que;832
75%;1
do;382
auxílio;23
brasil;111
vão;7
para;321
as;110
mulheres.;16
como;84
disse;4
agora;26
há;20
pouco,;3
a;807
titulação;2
de;798
terras;1
também;35
demos;2
prioridade;3
às;6
mulheres,;13
e;577
não;311
aos;18
homens.vinte;1
anos;22
atrás,;8
eu;285
cometi;1
uma;194
absoluta;3
infelicidade;2
de;798
fazer;62
uma;194
gracinha;1
com;221
uma;194
mulher;26
extraordinária;2
que;832
foi;83
minha;39
mulher;26
durante;7
18;3
anos.;14
já;49
me;42
desculpei;2
por;123
isso;76
um;205
milhão;1
de;798
vezes,;7
e;577
isso;76
é;420
de;798
se;123
desculpar;1
a;807
vida;16
inteira.;2
não;311
é;420
disso;3
que;832
estou;22
falando,;3
bolsonaro.;10
eu;285
estou;22
falando;11
da;269
sua;37
falta;8
de;798
escrúpulo.;1
você;64
corrompeu;2
todas;17
suas;14
ex-esposas,;1
todas;17
elas;3
estão;26
envolvidas;1
em;175
escândalos.;1
você;64
corrompeu;2
os;118
seus;9
filhos.;2
essa;62
é;420
a;807
questão.;2
tendo;3
prometido;1
que;832
ia;2
combater;5
a;807
corrupção;22
do;382
pt;23
e;577
do;382
lula.;5
essa;62
é;420
a;807
grande;9
contradição;4
que;832
você;64
precisa;15
explicar.;2
eu;285
não;311
queria;11
trazer;10
esse;77
tipo;6
de;798
argumento;1
aqui,;11
a;807
não;311
ser;54
pela;32
sua;37
falta;8
de;798
caráter;3
de;798
trazer;10
um;205
assunto;3
pessoal;2
de;798
20;8
anos;22
atrás,;8
pelo;35
qual;13
já;49
disse,;4
me;42
desculpei;2
muitas;7
vezes,;7
foi;83
uma;194
infelicidade;2
de;798
alguém;5
criado;1
em;175
ambiente;4
machista,;1
reproduziu;1
cultura;7
machista.;1
mas;73
eu;285
aprendi;2
isso.;11
você;64
que;832
não;311
aprende;1
nada;14
nunca.;1
por;123
quê?;9
porque;92
você;64
é;420
uma;194
pessoa;9
que;832
não;311
tem;121
coração.;3
sabe,;9
simular;1
sufocamento;1
na;124
hora;6
que;832
o;804
povo;16
brasileiro;14
estava;16
faltando;2
oxigênio;1
em;175
manaus.;1
sabe,;9
dizer;33
que;832
não;311
é;420
coveiro;1
na;124
hora;6
que;832
há;20
milhões;41
de;798
famílias;9
brasileiras;2
e;577
amigos,;2
e;577
nos;32
enlutamos.;1
o;804
brasil;111
tem;121
3%;1
da;269
população;9
do;382
mundo,;12
morreu;1
11%;1
das;70
pessoas;44
que;832
morreram;1
no;221
mundo.o;1
candidato;61
jair;19
bolsonaro;14
pediu;9
direito;26
de;798
resposta.;4
a;807
comissão;15
julgadora;2
está;75
analisando,;2
daqui;4
a;807
pouquinho;4
a;807
gente;71
traz;3
a;807
resposta.;4
pela;32
ordem;9
do;382
sorteio,;4
o;804
próximo;9
a;807
perguntar;16
é;420
o;804
candidato;61
luiz;6
inácio;4
lula;30
da;269
silva.;1
candidato,;11
o;804
senhor;38
tem;121
duas;11
opções:as;1
candidatas;1
simone;18
tebet;5
ou;59
a;807
candidata;29
soraya;21
thronicke.eu;2
vou;26
perguntar;16
para;321
a;807
candidata;29
simone;18
tebet.;6
candidata,;6
a;807
senhora;26
teve;13
uma;194
participação;3
extraordinária;2
na;124
cpi;4
da;269
covid.;1
e;577
eu;285
queria;11
que;832
a;807
senhora;26
dissesse:;1
houve;8
ou;59
não;311
houve;8
corrupção;22
no;221
processo;3
de;798
tratamento;2
da;269
covid?;3
houve;8
ou;59
não;311
houve;8
negligência;1
do;382
governo;56
no;221
cuidado;2
da;269
vacina?;1
quer;13
dizer,;2
o;804
que;832
que;832
se;123
explica;2
o;804
sigilo;6
de;798
100;15
anos;22
para;321
o;804
ministro;7
da;269
saúde,;6
que;832
agiu;1
de;798
forma;18
totalmente;2
irresponsável,;1
no;221
trato;2
do;382
covid?;3
o;804
que;832
que;832
se;123
explica;2
para;321
a;807
sociedade;1
um;205
presidente;52
brincar;1
com;221
uma;194
doença;2
que;832
matou;3
682;1
mil;8
pessoas,;4
e;577
ele;42
não;311
foi;83
capaz;3
de;798
derramar;1
uma;194
única;6
lágrima;1
por;123
uma;194
das;70
pessoas;44
que;832
morreram?;1
a;807
senhora;26
que;832
participou;1
ativamente.esse;1
tema;3
é;420
um;205
tema;3
muito;50
difícil;1
para;321
eu;285
falar;19
até;28
hoje,;17
candidato;61
lula.;5
porque;92
eu;285
entrei;1
na;124
cpi;4
comovida;1
com;221
a;807
dor;3
de;798
famílias;9
e;577
saí;5
totalmente;2
indignada.;2
sim,;17
pela;32
insensibilidade;2
do;382
atual;8
presidente;52
da;269
república,;16
negou;2
vacina,;5
atrasou;1
45;7
dias,;2
muitas;7
pessoas;44
poderiam;3
estar;10
entre;36
nós,;11
não;311
estão;26
por;123
culpa;1
da;269
insensibilidade;2
de;798
um;205
governo;56
que;832
não;311
colocou;1
vacina;7
no;221
braço;2
do;382
povo;16
brasileiro.;6
aliás,;2
até;28
hoje;23
deu;10
mau;4
exemplo;11
e;577
dá;9
mau;4
exemplo,;10
e;577
não;311
se;123
vacinou.;1
mas;73
eu;285
quero;43
sim;4
confirmar,;1
eu;285
vi:;1
houve;8
corrupção,;9
tentativa;2
de;798
comprar;4
vacinas;3
superfaturadas.;1
os;118
documentos;1
estão;26
aí.;4
covaxin;1
é;420
o;804
contrato;3
mais;128
escabroso;1
que;832
eu;285
vi.;1
tentaram;1
pagar;5
antecipadamente;1
us$;6
45;7
milhões;41
para;321
serem;1
pagos;1
no;221
paraíso;1
fiscal;1
por;123
uma;194
vacina;7
que;832
não;311
tinha;18
comprovação;1
científica,;1
para;321
poder;20
trazer;10
para;321
cá;2
sem;28
nenhum;13
critério.;1
e;577
quando;42
nós;201
denunciamos,;1
como;84
denunciamos;1
a;807
tentativa;2
de;798
levar;3
vantagem;1
de;798
um;205
dólar;1
por;123
vacina,;5
nós,;11
eu,;7
especialmente,;1
fui;32
processada;1
no;221
supremo;6
tribunal;6
federal;8
por;123
um;205
ministro;7
do;382
atual;8
presidente.;1
mas;73
eu;285
gostaria;14
só;53
de;798
dizer;33
que;832
a;807
corrupção;22
não;311
começou;5
nesse;27
governo.;13
a;807
corrupção;22
é;420
fruto;2
de;798
governos;4
passados,;1
e;577
a;807
corrupção;22
mata.;1
ela;31
tira;5
remédio;3
do;382
posto,;1
ela;31
tira;5
médico;1
da;269
cirurgia,;1
ela;31
tira;5
merenda;3
no;221
posto;2
de;798
saúde,;6
ela;31
tira;5
o;804
dinheiro;34
que;832
está;75
faltando;2
pra;83
gente;71
fazer;62
os;118
investimentos;3
necessários;1
para;321
gerar;12
emprego;15
e;577
renda;17
para;321
a;807
população;9
brasileira.;6
então,;23
eu;285
só;53
quero;43
dizer;33
que;832
este;9
governo;56
tem;121
esquemas;1
de;798
corrupção,;9
como;84
lamentavelmente;1
teve;13
o;804
governo;56
de;798
vossa;7
excelência.eu;1
perguntei;1
porque;92
eu;285
imaginei;2
que;832
a;807
candidata;29
ia;2
falar;19
se;123
ela;31
concorda;3
ou;59
não;311
com;221
o;804
sigilo;6
de;798
100;15
anos.;14
porque;92
a;807
diferença;2
é;420
que;832
no;221
meu;43
governo;56
nós;201
fizemos,;1
e;577
a;807
senhora,;3
como;84
senadora,;3
sabe,;9
não;311
teve;13
nenhum;13
processo;3
que;832
facilitou;1
mais;128
a;807
investigação,;1
que;832
melhor;8
remunerou;1
a;807
polícia;5
federal,;7
que;832
contratou;2
mais;128
policial;1
federal,;7
que;832
não;311
tinha;18
procurador;1
engavetador,;1
era;27
abertura;1
total;3
e;577
transparência;2
total.;2
o;804
portal;5
da;269
transparência,;2
você;64
lembra?;1
a;807
lei;10
do;382
acesso;6
à;49
informação,;2
tudo;16
isso;76
foram;11
coisas;10
que;832
o;804
pt;23
criou,;1
onde;20
até;28
o;804
papel;3
higiênico;1
que;832
se;123
usava;1
no;221
palácio;2
as;110
pessoas;44
poderiam;3
acompanhar.;1
hoje,;17
qualquer;13
coisinha;1
é;420
sigilo;6
de;798
100;15
anos.;14
sigilo;6
de;798
100;15
anos,;13
enquanto,;1
no;221
nosso,;1
eu;285
tirei;1
ministro;7
porque;92
comeu;2
um;205
pastel;1
ou;59
uma;194
porque;92
comeu;2
uma;194
tapioca;1
e;577
não;311
conseguiu;4
provar.esta;1
resposta;16
é;420
a;807
conhecida;1
por;123
todos.;9
por;123
isso;76
que;832
não;311
responde,;1
é;420
óbvio.;2
no;221
meu;43
governo,;11
vai;85
ser;54
transparência;2
total.;2
sigilo;6
de;798
100;15
anos;22
para;321
quê?;9
quem;73
quer;13
esconder;1
por;123
100;15
anos;22
alguma;4
coisa,;2
deve;5
algo;10
ao;55
brasil.;36
mas;73
quero;43
retornar;1
a;807
essa;62
questão;19
da;269
corrupção.;4
por;123
isso;76
que;832
sou;32
contra;37
a;807
reeleição.;2
já;49
fui;32
a;807
favor;3
um;205
dia.;2
acho;13
que;832
precisamos;33
imediatamente;4
assumir;7
um;205
compromisso,;3
todos;54
que;832
estão;26
aqui,;11
pelo;35
fim;3
da;269
reeleição.;2
para;321
se;123
ganhar;8
a;807
eleição,;2
no;221
passado,;4
se;123
criou;3
o;804
mensalão,;4
comprando,;1
através;2
de;798
mesada,;1
voto;6
de;798
consciência;1
de;798
parlamentares.;1
depois,;4
quando;42
foi;83
descoberto,;2
inventou-se;1
o;804
petrolão.;1
quase;6
se;123
quebrou;2
uma;194
estatal;3
brasileira,;4
fatiando;2
inclusive;7
com;221
parcela;1
do;382
meu;43
partido,;6
e;577
eu;285
faço;2
mea;1
culpa,;1
inclusive;7
de;798
parlamentares;1
que;832
nem;12
nos;32
apoiam,;1
e;577
estão;26
hoje;23
apoiando;3
o;804
atual;8
candidato;61
do;382
pt.;3
depois;8
de;798
descoberto,;2
quase;6
se;123
quebrou;2
a;807
eletrobras;1
para;321
se;123
poder;20
segurar;2
os;118
preços;1
da;269
energia,;1
e;577
depois;8
a;807
conta;11
veio;2
muito;50
cara;4
para;321
nós,;11
para;321
se;123
ganhar;8
a;807
reeleição;1
da;269
ex-presidente;8
dilma.;1
e;577
agora,;17
talvez,;1
o;804
maior;24
escândalo;7
da;269
história;7
do;382
brasil;111
de;798
corrupção,;9
o;804
tempo;20
dirá:;1
o;804
orçamento;14
secreto.;4
r$;59
16;2
bilhões;12
todos;54
os;118
anos,;13
dizendo;6
que;832
está;75
indo;6
para;321
o;804
interior;2
do;382
brasil,;43
sabendo;1
que;832
essas;11
notas;1
são;33
frias,;1
que;832
serviços;2
não;311
são;33
executados,;1
que;832
esse;77
dinheiro;34
volta,;1
na;124
integralidade,;1
para;321
o;804
bolso;7
de;798
quem;73
o;804
entregou.;1
essa;62
vai;85
ser,;2
sem;28
dúvida;2
nenhuma,;2
a;807
consequência;1
do;382
mensalão,;4
do;382
petrolão,;1
vai;85
ser;54
do;382
orçamento;14
secreto.;4
triste;4
brasil,;43
que;832
tem;121
que;832
conviver;1
com;221
isso,;26
quando;42
nós;201
estamos;15
diante;4
de;798
crianças;15
que;832
ligam;1
para;321
o;804
190,;2
em;175
belo;1
horizonte,;1
um;205
menino;2
de;798
11;6
anos,;13
de;798
nome;11
miguel,;1
que;832
pede:;1
"""pelo";1
amor;5
de;798
deus,;4
eu;285
tô;3
aqui;35
ligando;1
porque;92
minha;39
mãe;4
tá;21
chorando,;1
e;577
nós;201
estamos;15
três;13
dias;3
sem;28
"comer"".";1
onde;20
nós;201
temos;51
filas;3
de;798
famílias;9
atrás;5
de;798
osso;1
para;321
fazer;62
o;804
mínimo;3
de;798
caldo,;1
para;321
ter;48
proteína;1
para;321
os;118
seus;9
filhos.;2
enquanto;7
nós;201
tivermos;2
essa;62
situação,;1
enquanto;7
nós;201
não;311
tivermos;2
políticos;3
sérios,;1
que;832
realmente;5
cuidem;2
das;70
pessoas,;4
se;123
importem,;1
prezem;1
pelo;35
dinheiro;34
público,;6
o;804
brasil;111
vai;85
lamentavelmente,;5
ano;9
após;3
ano,;8
viver;3
de;798
auxílio;23
emergencial;5
e;577
sem;28
a;807
dignidade;10
do;382
trabalho.o;1
presidente;52
jair;19
bolsonaro,;13
candidato,;11
pediu;9
o;804
segundo;9
direito;26
de;798
resposta.;4
foi;83
considerado,;1
pela;32
comissão;15
julgadora,;1
negado.;2
foi;83
negado.;2
porém,;3
o;804
seu;41
primeiro;22
pedido;10
de;798
resposta;16
foi;83
aceito.;1
o;804
senhor;38
tem;121
45;7
segundos.bem,;1
é;420
do;382
lula:;1
"""ainda";1
bem;15
que;832
a;807
natureza;1
criou;3
esse;77
monstro;1
do;382
"coronavírus"".";1
que;832
moral;4
tu;1
tem;121
para;321
falar;19
de;798
mim,;2
ex-presidiário?;1
nenhuma;4
moral.;1
sigilo;6
de;798
100;15
anos,;13
uma;194
lei;10
lá;29
do;382
tempo;20
da;269
dilma;2
para;321
questões;3
pessoais,;1
meu;43
cartão;1
de;798
vacina,;5
ou;59
quem;73
me;42
visita;1
no;221
alvorada,;1
nada;14
mais;128
além;12
disso.;5
orçamento;14
secreto:;1
eu;285
vetei,;1
o;804
parlamento;1
derrubou;1
o;804
veto.;1
é;420
lei.;1
o;804
seu;41
partido,;6
lula,;11
votou;6
para;321
derrubar;1
o;804
veto;1
no;221
tocante;3
ao;55
orçamento;14
secreto.;4
não;311
tenho;27
nada;14
a;807
ver;9
com;221
isso.;11
e;577
dizer;33
a;807
vocês;14
também,;7
a;807
vacina;7
corromper?;3
tentou;3
corromper?;3
tá;21
de;798
brincadeira,;1
nobre;1
senadora!;1
tentou;3
corromper?;3
cadê;3
a;807
corrupção?;1
cadê;3
o;804
contrato;3
assinado?;1
cadê;3
a;807
nota?;1
não;311
tem;121
nada.;2
só;53
fake;8
news;7
e;577
mentira;5
a;807
meu;43
respeito.o;1
candidato;61
lula;30
pediu;9
direito;26
de;798
resposta,;6
a;807
comissão;15
vai;85
analisar.;1
a;807
última;4
pergunta;37
desta;1
rodada;9
é;420
do;382
candidato;61
felipe;14
d'ávila.;3
candidato,;11
pode;22
perguntar;16
para;321
a;807
senadora;12
simone;18
thronicke...;1
soraya;21
thronicke,;5
perdão.nós;1
temos;51
de;798
falar;19
do;382
futuro.;1
como;84
o;804
brasil;111
vai;85
crescer,;6
gerar;12
renda;17
e;577
emprego?;1
para;321
de;798
ficar;12
discutindo;4
só;53
o;804
passado,;4
gente.;1
a;807
gente;71
quer;13
saber;10
como;84
é;420
que;832
vai;85
ter;48
dinheiro;34
no;221
bolso.;2
e;577
a;807
minha;39
pergunta,;10
eu;285
quero;43
até;28
pegar;2
um;205
gancho;1
na;124
senadora;12
tebet,;5
que;832
falou;6
uma;194
coisa:;3
"""tem";1
que;832
restaurar;2
a;807
dignidade;10
da;269
"política"".";1
tem;121
que;832
restaurar,;1
sim.;4
minha;39
pergunta,;10
soraya,;11
é;420
a;807
seguinte:;8
que;832
dignidade;10
é;420
essa,;2
de;798
se;123
aprovar;2
um;205
fundão;4
eleitoral;4
de;798
r$;59
5;4
bilhões,;4
tirar;15
dinheiro;34
da;269
educação,;10
do;382
combate;5
à;49
pobreza,;1
de;798
atendimento;3
médico,;1
para;321
financiar;6
campanha;13
política,;10
para;321
todo;25
mundo;26
vir;2
aqui;35
no;221
debate,;3
de;798
jatinho,;1
enquanto;7
tem;121
gente;71
passando;5
fome?;1
qual;13
é;420
a;807
dignidade;10
de;798
se;123
aprovar;2
uma;194
excrescência;2
que;832
é;420
esse;77
fundo;6
eleitoral,;3
uma;194
indecência?candidato,;1
nem;12
todos;54
têm;24
o;804
patrimônio;2
que;832
o;804
senhor;38
tem;121
e;577
que;832
muitos;13
doadores;1
da;269
campanha;13
de;798
vocês;14
têm;24
para;321
tocar;3
uma;194
campanha,;3
que;832
é;420
caro.;2
muito;50
cara.;1
se;123
nós;201
não;311
tivéssemos;2
o;804
fundo;6
eleitoral;4
para;321
financiar;6
a;807
democracia,;2
nós;201
nunca...;1
principalmente;2
nós,;11
mulheres,;13
jamais;8
teríamos;2
acesso;6
à;49
política.;7
ainda;8
é;420
necessário.;1
nós;201
não;311
temos;51
a;807
cultura,;9
como;84
acontece;6
nos;32
estados;7
unidos,;2
de;798
doar.;2
e;577
é;420
difícil,;3
é;420
difícil,;3
sim,;17
mas;73
tem;121
muita;10
gente;71
ali;5
no;221
próprio;5
partido;6
de;798
vossa;7
excelência;6
que;832
está;75
usando,;1
sim,;17
está;75
falando;11
mal;3
da;269
campanha;13
eleitoral,;3
mas;73
aparece;2
na;124
campanha;13
eleitoral.;1
isso;76
custa.;1
de;798
onde;20
sai;3
eu;285
não;311
sei,;1
vocês;14
vão;7
ter;48
que;832
explicar.;2
é;420
importante,;3
neste;12
momento;9
do;382
país,;15
financiarmos;1
a;807
democracia,;2
porque;92
senão;2
somente;3
os;118
candidatos;28
dos;48
governadores;3
e;577
do;382
presidente;52
da;269
república;14
estariam;1
eleitos,;3
porque;92
eles;12
estão;26
com;221
a;807
máquina;5
na;124
mão.;1
e;577
eu;285
presido;1
o;804
união;8
brasil;111
mulher;26
nacional,;6
estou;22
vendo;3
a;807
dificuldade;2
das;70
mulheres;24
de;798
conseguirem;1
financiar;6
as;110
suas;14
campanhas,;2
e;577
os;118
brasileiros;11
não;311
têm;24
a;807
cultura;7
de;798
doar.;2
tem;121
que;832
começar;6
a;807
ter;48
a;807
cultura;7
de;798
doar,;1
mas,;9
mais;128
do;382
que;832
isso,;26
nada;14
mais;128
me;42
deixa;8
indignada;1
que;832
é;420
ver;9
os;118
candidatos;28
que;832
já;49
foram...;1
um;205
que;832
é;420
presidente;52
e;577
o;804
outro;8
que;832
era;27
presidente;52
falarem;1
em;175
um;205
mundo;26
que;832
não;311
existe.;2
eu;285
vou;26
aproveitar;4
o;804
meu;43
momento;9
agora;26
para;321
tratar;2
disso.;5
o;804
mundo;26
do;382
presidente;52
lula;30
está;75
nas;20
propagandas;1
dele,;5
e;577
do;382
presidente;52
bolsonaro;14
está;75
nos;32
grupos;1
de;798
whatsapp,;1
além;12
da;269
propaganda;3
também.;4
mas;73
o;804
brasil;111
real,;4
neste;12
país,;15
na;124
realidade,;1
nas;20
ruas,;2
tem;121
gente;71
nesse;27
momento;9
catando;1
lixo,;1
fuçando;1
o;804
lixo;1
para;321
ter;48
o;804
que;832
comer.;3
eu;285
tenho;27
coragem,;1
eu;285
não;311
tenho;27
rabo;1
preso;3
com;221
nada;14
e;577
com;221
ninguém.;1
tudo;16
o;804
que;832
nós;201
estamos;15
fazendo;9
e;577
propondo;1
para;321
esse;77
país;49
tem;121
uma;194
explicação.;1
o;804
candidato;61
lula;30
até;28
agora;26
não;311
explicou;1
como;84
é;420
que;832
ele;42
vai;85
baixar;1
os;118
impostos;5
e;577
acabar;11
com;221
a;807
inflação.;3
não;311
tem.;1
nós;201
temos,;3
sim,;17
uma;194
proposta,;2
uma;194
proposta;9
estudada;1
há;20
30;7
anos,;13
com;221
muito,;4
muito;50
afinco;1
pelo;35
professor;8
marcos;4
cintra.;1
é;420
um;205
homem;4
que;832
passou;5
17;1
anos;22
em;175
harvard,;1
tem;121
livros;1
escritos,;1
não;311
é;420
qualquer;13
pessoa.;1
quando;42
a;807
gente;71
tem;121
um;205
posto;2
ipiranga;1
que;832
não;311
sabe;33
o;804
que;832
é;420
o;804
princípio;2
da;269
essencialidade;1
e;577
abaixa;1
imposto;16
de;798
jet-ski,;1
de;798
videogame;1
em;175
um;205
momento;9
em;175
que;832
tinha;18
que;832
abaixar;1
o;804
imposto;16
do;382
arroz,;1
do;382
feijão;1
e;577
do;382
leite,;1
isso;76
me;42
deixa;8
muito;50
mais;128
indignada.;2
se;123
não;311
deixa;8
vossa;7
excelência,;1
eu;285
sinto;1
muito,;4
mas;73
é;420
com;221
isso;76
que;832
eu;285
estou;22
preocupada:;1
com;221
o;804
brasil;111
real,;4
que;832
passa;2
fome.;3
e;577
por;123
isso;76
eu;285
vou;26
lutar,;1
sim,;17
para;321
que;832
todas;17
as;110
mulheres;24
e;577
todas;17
as;110
pessoas;44
que;832
não;311
teriam;1
jamais;8
a;807
porta;3
aberta;2
por;123
conta;11
do;382
coronelismo,;1
neste;12
país,;15
dentro;12
de;798
partidos,;3
tenham;1
a;807
condição;3
de;798
romper;1
essa;62
barreira,;1
como;84
a;807
barreira;1
que;832
eu;285
rompi.;1
eu;285
estava;16
aí,;10
olha,;2
sentada;1
na;124
cadeira;2
como;84
você;64
assistindo;2
isso;76
aqui.;4
jamais;8
imaginei;2
conseguir;7
estar;10
aqui;35
um;205
dia.;2
a;807
única;6
forma;18
que;832
você;64
tem;121
é;420
assim:;2
com;221
um;205
pouquinho;4
de;798
financiamento.;3
e;577
se;123
você;64
for;6
dividir;1
todo;25
o;804
fundo;6
eleitoral;4
pelo;35
número;7
total;3
de;798
candidatos,;8
é;420
bem;15
pouco,;3
senhor;38
candidato.é;1
uma;194
vergonha;4
usar;6
este;9
dinheiro,;6
que;832
deveria;3
ir;5
para;321
a;807
saúde,;6
para;321
a;807
educação,;10
para;321
financiar;6
campanha;13
política.;7
e,;17
sabe,;9
candidata,;6
a;807
senhora,;3
que;832
gosta;2
de;798
mercado,;3
é;420
exatamente;7
isso:;1
candidato;61
bom;3
consegue;6
levantar;1
dinheiro,;6
e;577
não;311
é;420
dinheiro;34
pessoal,;1
não.;2
nós;201
temos;51
candidato;61
no;221
brasil;111
inteiro;2
mostrando;1
aí:;2
governador;2
zema,;2
nossos;5
deputados;3
federais,;1
estaduais;1
que;832
levantam;1
dinheiro,;6
fazem;5
campanha;13
barata,;2
e;577
fazem;5
campanha;13
com;221
o;804
apoio;5
das;70
pessoas.;11
são;33
pessoas;44
aguerridas,;1
que;832
querem;1
ver;9
a;807
representação;1
política;33
no;221
brasil;111
mudar;14
no;221
congresso,;4
que;832
isso;76
é;420
uma;194
vergonha.;2
ninguém;9
representa;1
o;804
pagador;1
de;798
imposto;16
no;221
congresso;7
nacional.;2
só;53
se;123
representa,;1
no;221
congresso;7
nacional,;6
interesse;1
das;70
corporações,;1
e;577
a;807
utilização;1
do;382
fundão;4
é;420
mais;128
uma;194
arma;7
da;269
perpetuação;1
da;269
oligarquia;2
política.;7
não;311
tem;121
nada;14
de;798
renovação;1
política,;10
soraya.;2
você;64
sabe;33
muito;50
bem;15
que;832
um;205
candidato;61
que;832
tenha;9
patrimônio;2
de;798
mais;128
de;798
r$;59
10;2
milhões;41
declarados;1
recebe;1
dez;6
vezes;11
mais;128
do;382
que;832
o;804
de;798
50;7
mil.;2
não;311
democratizou;1
a;807
política,;10
o;804
que;832
ela;31
fez;13
foi;83
perpetuar;1
a;807
oligarquia;2
política.em;1
2018,;1
eu;285
fui;32
eleita;4
sem;28
nenhum;13
centavo;1
de;798
recurso;1
público;11
e;577
só;53
com;221
voluntários.;1
a;807
minha;39
campanha;13
para;321
senado;4
custou;1
r$;59
80;4
mil.;2
eu;285
sei;17
muito;50
bem;15
do;382
que;832
eu;285
estou;22
falando,;3
candidato.ao;1
final;7
da...;1
agora;26
há;20
pouco,;3
o;804
candidato;61
lula;30
pediu;9
direito;26
de;798
"resposta;";3
a;807
comissão;15
considerou;3
improcedente.agora;1
os;118
candidatos;28
respondem;3
a;807
perguntas;8
feitas;1
por;123
jornalistas;8
sobre;19
planos;2
de;798
governo.;13
cada;28
questão;19
será;19
respondida;4
por;123
dois;23
candidatos,;8
em;175
ordem;9
sorteada;1
previamente.eu;1
vou;26
fazer;62
a;807
primeira;23
pergunta;37
que;832
será;19
respondida;4
pelos;10
candidatos;28
ciro;24
gomes;6
e;577
a;807
candidata;29
soraya;21
thronicke.;5
candidatos,;8
o;804
governo;56
bolsonaro;14
emitiu;1
uma;194
série;1
de;798
decretos;2
liberando;1
amplamente;1
a;807
circulação;1
de;798
armas;3
e;577
munições;2
no;221
brasil.;36
a;807
alegação;1
é;420
de;798
que;832
isso;76
aumentaria;1
a;807
percepção;1
de;798
segurança;6
pública.;9
nos;32
últimos;7
dias,;2
uma;194
criança;5
matou;3
o;804
cunhado;1
com;221
uma;194
arma;7
esquecida;1
no;221
automóvel.;1
um;205
atirador;1
legalizado;1
no;221
nordeste,;2
irritado;1
com;221
uma;194
criança;5
que;832
chorava,;1
matou;3
o;804
pai;2
e;577
a;807
babá.;1
em;175
são;33
paulo,;4
um;205
grande;9
carregamento;1
de;798
armas;3
para;321
o;804
pcc;1
era;27
todo;25
legalizado,;1
e;577
também;35
a;807
mesma;14
coisa;22
aconteceu;5
com;221
milícias;1
cariocas.;1
caso;17
sejam;1
eleitos,;3
quais;3
serão;5
suas;14
atitudes;1
em;175
relação;9
a;807
esses;12
decretos?arma;1
só;53
serve;2
pra;83
matar.;1
não;311
serve;2
pra;83
outra;5
coisa.;5
é;420
excepcional;1
o;804
caso;17
em;175
que;832
mata;1
em;175
legítima;3
defesa;5
ou;59
no;221
estrito;1
cumprimento;1
de;798
um;205
dever;1
legal.;3
o;804
presidente;52
bolsonaro,;13
militar;1
treinado,;1
foi;83
assaltado;2
pelo;35
fator;1
surpresa;1
no;221
rio;3
de;798
janeiro;2
numa;8
motocicleta,;1
e;577
o;804
bandido;1
levou;2
a;807
arma;7
dele.;2
percebe?;1
com;221
essa;62
arma,;2
deve;5
ter;48
assaltado;2
muito;50
mais;128
outras;9
pessoas.;11
é;420
um;205
